
1704481261599,107,"Logout-2,083",200,OK,Thread Group 1-1,text,true,,8892,389,1,1,http://64.227.132.109/nucleo-icons.8b3a763416dc36ab.woff2,107,0,71
1704481261479,107,Logout,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,8892,389,1,1,null,107,118,71
1704481261975,59,"Logout-2,083",200,OK,Thread Group 1-2,text,true,,8892,389,2,2,http://64.227.132.109/nucleo-icons.8b3a763416dc36ab.woff2,59,0,30
1704481261974,59,Logout,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,8892,389,2,2,null,59,2,30
1704481261717,421,"Load-2,316",400,Bad Request,Thread Group 1-1,text,false,,468,595,2,2,https://push.services.mozilla.com/,420,0,404
1704481262036,103,"Load-2,316",400,Bad Request,Thread Group 1-2,text,false,,468,595,2,2,https://push.services.mozilla.com/,103,0,85
1704481262139,32,"Load-2,317",200,OK,Thread Group 1-1,text,true,,2783,359,2,2,http://64.227.132.109/LandingPage,32,0,0
1704481262140,31,"Load-2,317",200,OK,Thread Group 1-2,text,true,,2783,359,2,2,http://64.227.132.109/LandingPage,31,0,0
1704481262173,323,"Load-2,321",200,OK,Thread Group 1-1,text,true,,866,2054,3,3,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/0eafe0a8-6d90-4eec-9778-2f752372fe09,322,0,54
1704481262173,338,"Load-2,321",200,OK,Thread Group 1-2,text,true,,937,2054,3,3,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/0eafe0a8-6d90-4eec-9778-2f752372fe09,338,0,53
1704481262487,58,"Logout-2,083",200,OK,Thread Group 1-3,text,true,,8892,389,3,3,http://64.227.132.109/nucleo-icons.8b3a763416dc36ab.woff2,58,0,28
1704481262483,58,Logout,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,8892,389,3,3,null,58,5,28
1704481262548,79,"Load-2,316",400,Bad Request,Thread Group 1-3,text,false,,468,595,3,3,https://push.services.mozilla.com/,78,0,56
1704481262628,30,"Load-2,317",200,OK,Thread Group 1-3,text,true,,2783,359,3,3,http://64.227.132.109/LandingPage,30,0,0
1704481262512,264,"Load-2,320",200,OK,Thread Group 1-2,text,true,,806,1632,3,3,https://incoming.telemetry.mozilla.org/submit/activity-stream/impression-stats/1/38dc72f7-9b6f-470c-bf36-0aa85a2d8d14,264,0,0
1704481262498,306,"Load-2,320",200,OK,Thread Group 1-1,text,true,,743,1632,3,3,https://incoming.telemetry.mozilla.org/submit/activity-stream/impression-stats/1/38dc72f7-9b6f-470c-bf36-0aa85a2d8d14,306,0,0
1704481262660,347,"Load-2,321",200,OK,Thread Group 1-3,text,true,,758,2054,4,4,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/0eafe0a8-6d90-4eec-9778-2f752372fe09,347,0,60
1704481262975,59,"Logout-2,083",200,OK,Thread Group 1-4,text,true,,8892,389,4,4,http://64.227.132.109/nucleo-icons.8b3a763416dc36ab.woff2,59,0,29
